address;postcode;state;country;property_valuation
197 Goodland Crossing;2320;NSW;Australia;5
373 Hayes Terrace;2010;NSW;Australia;9
3673 Jenna Center;4301;QLD;Australia;3
8 Glendale Terrace;4014;QLD;Australia;8
22239 Waubesa Way;2763;NSW;Australia;9
6604 Hansons Court;2760;NSW;Australia;8
6 Weeping Birch Pass;2064;NSW;Australia;12
2126 Debra Point;2127;NSW;Australia;9
726 Erie Center;3106;VIC;Australia;11
98 Tomscot Center;3442;VIC;Australia;7
26223 Warrior Terrace;2204;NSW;Australia;9
85 Kim Way;3140;VIC;Australia;9
0338 Oakridge Crossing;3030;VIC;Australia;4
3 Hudson Circle;2250;NSW;Australia;9
8594 Warner Park;3053;VIC;Australia;6
6136 Farragut Plaza;3181;VIC;Australia;6
9 7th Pass;2760;NSW;Australia;9
1 Graceland Trail;3195;VIC;Australia;9
64 Northview Pass;3163;VIC;Australia;9
0 Hayes Hill;2106;NSW;Australia;11
3 Mariners Cove Terrace;2216;NSW;Australia;10
130 Thompson Plaza;2199;NSW;Australia;9
23812 Tony Lane;2036;NSW;Australia;8
3206 Debs Point;3071;VIC;Australia;10
60 Fulton Trail;2234;NSW;Australia;10
3 Lukken Road;2066;NSW;Australia;12
424 Almo Junction;2830;NSW;Australia;4
9610 Gateway Trail;3429;VIC;Australia;5
00 Cordelia Trail;2138;NSW;Australia;9
5 Shelley Pass;2763;NSW;Australia;8
24 Old Shore Crossing;2250;NSW;Australia;7
93 Lawn Road;4212;QLD;Australia;7
09 Texas Plaza;4285;QLD;Australia;3
99 Lawn Court;4556;QLD;Australia;7
4 Loftsgordon Avenue;3023;VIC;Australia;8
0 Lakewood Street;2144;NSW;Australia;10
2 Hagan Hill;2155;NSW;Australia;10
673 Comanche Parkway;2470;NSW;Australia;2
78 Algoma Circle;2166;NSW;Australia;8
9 Swallow Avenue;3179;VIC;Australia;9
90 Loftsgordon Plaza;2216;NSW;Australia;10
921 Reinke Road;2529;NSW;Australia;7
5913 Ramsey Road;2478;NSW;Australia;10
91 Jay Drive;2560;NSW;Australia;7
72 Dennis Road;3805;VIC;Australia;7
90 Darwin Crossing;2767;NSW;Australia;8
54 Nevada Plaza;2096;NSW;Australia;12
8003 Pepper Wood Way;3250;VIC;Australia;2
399 Butterfield Crossing;4115;QLD;Australia;7
26378 Esch Junction;2065;NSW;Australia;10
2942 Swallow Trail;4214;QLD;Australia;9
7 Anzinger Drive;2745;NSW;Australia;10
885 Larry Park;3140;VIC;Australia;9
95 Sutteridge Crossing;2567;NSW;Australia;9
13 Alpine Lane;2228;NSW;Australia;9
2 Scott Pass;4870;QLD;Australia;1
7 Debra Point;3175;VIC;Australia;4
27 Schlimgen Way;4116;QLD;Australia;8
238 New Castle Alley;2166;NSW;Australia;9
010 Stuart Way;3056;VIC;Australia;6
7609 Jackson Terrace;2155;NSW;Australia;11
520 Parkside Lane;2164;NSW;Australia;9
7046 Fairview Place;4510;QLD;Australia;3
7 Scoville Trail;4304;QLD;Australia;2
31435 Eagle Crest Drive;2230;NSW;Australia;10
4 Crescent Oaks Alley;2541;NSW;Australia;5
50 7th Circle;4305;QLD;Australia;1
7 Lerdahl Court;4207;QLD;Australia;6
677 Eagan Trail;3183;VIC;Australia;7
638 Browning Terrace;3079;VIC;Australia;6
731 Haas Trail;2125;NSW;Australia;11
2 Grim Court;2168;NSW;Australia;8
01654 Milwaukee Plaza;2000;NSW;Australia;11
42 Arizona Pass;4510;QLD;Australia;5
94611 Cascade Parkway;2763;NSW;Australia;8
1 Melrose Lane;2010;NSW;Australia;9
88537 Erie Court;4211;QLD;Australia;7
5649 Crest Line Place;4455;QLD;Australia;2
05 2nd Point;2217;NSW;Australia;8
4 Jenifer Hill;3147;VIC;Australia;12
5999 Waxwing Lane;4511;QLD;Australia;1
5444 Corry Pass;2761;NSW;Australia;8
85 Northland Circle;2077;NSW;Australia;10
80302 Stang Parkway;3677;VIC;Australia;1
529 Monterey Street;3338;VIC;Australia;3
6 Westend Center;2546;NSW;Australia;6
9357 Dennis Park;2010;NSW;Australia;11
75 Hansons Alley;2260;NSW;Australia;9
274 Ludington Trail;2428;NSW;Australia;5
6 Service Parkway;4275;QLD;Australia;3
99142 Eastwood Way;4870;QLD;Australia;6
0264 Birchwood Plaza;3802;VIC;Australia;8
40 Bowman Crossing;2031;NSW;Australia;10
6354 Briar Crest Road;2022;NSW;Australia;12
83 Sunfield Hill;3216;VIC;Australia;7
44 Northridge Plaza;2166;NSW;Australia;8
11 Farragut Junction;2530;NSW;Australia;8
6 Westport Road;4350;QLD;Australia;2
922 Mccormick Circle;4509;QLD;Australia;6
9317 Mendota Parkway;3064;VIC;Australia;8
8303 Mallard Center;2234;NSW;Australia;11
4 Gateway Court;3107;VIC;Australia;10
2178 Washington Hill;3806;VIC;Australia;6
0330 Vahlen Trail;3072;VIC;Australia;7
4351 Maywood Hill;3551;VIC;Australia;4
537 Amoth Center;2220;NSW;Australia;9
23384 Kings Drive;2261;NSW;Australia;9
6269 Oak Valley Avenue;2323;NSW;Australia;5
74910 Burning Wood Junction;3132;VIC;Australia;10
6278 Old Shore Parkway;2250;NSW;Australia;9
08180 Golf Park;3068;VIC;Australia;8
1944 Charing Cross Junction;2126;NSW;Australia;10
25578 Mayfield Drive;2099;NSW;Australia;10
9 Rieder Avenue;2798;NSW;Australia;6
45201 Atwood Place;2176;NSW;Australia;9
0680 Veith Court;3939;VIC;Australia;8
53 Dunning Lane;3024;VIC;Australia;6
837 Elmside Center;2761;NSW;Australia;8
57863 Pond Avenue;2773;NSW;Australia;9
41205 Straubel Place;4305;QLD;Australia;4
52 Steensland Place;3910;VIC;Australia;8
00183 Arapahoe Pass;4116;QLD;Australia;7
233 Toban Alley;2567;NSW;Australia;8
5 Lotheville Parkway;2760;NSW;Australia;8
7 Westridge Terrace;4504;QLD;Australia;7
98978 Nevada Circle;3020;VIC;Australia;8
9503 Aberg Drive;3021;VIC;Australia;7
4 Bayside Place;4508;QLD;Australia;4
06 Lighthouse Bay Pass;3042;VIC;Australia;9
67241 Heath Way;2151;NSW;Australia;8
65620 Michigan Way;3141;VIC;Australia;10
3075 Victoria Drive;2290;NSW;Australia;7
0 Stephen Lane;2170;NSW;Australia;5
148 Marcy Pass;4301;QLD;Australia;4
5406 Mockingbird Center;4870;QLD;Australia;7
07 Loeprich Junction;2101;NSW;Australia;11
6 Kings Avenue;2135;NSW;Australia;12
9 John Wall Parkway;2323;NSW;Australia;6
32304 Larry Road;4014;QLD;Australia;7
9 Dryden Crossing;4118;QLD;Australia;3
146 Dakota Pass;4017;QLD;Australia;7
11171 Rigney Court;2770;NSW;Australia;6
2 Vidon Center;4818;QLD;Australia;3
1742 Scott Center;4670;QLD;Australia;2
451 Luster Hill;2170;NSW;Australia;9
03287 Hallows Center;4305;QLD;Australia;3
7208 Old Gate Avenue;2112;NSW;Australia;11
944 Becker Road;3162;VIC;Australia;11
904 Doe Crossing Terrace;2194;NSW;Australia;7
7285 Waxwing Pass;2620;NSW;Australia;5
3538 Bunting Hill;3805;VIC;Australia;7
979 Victoria Junction;3156;VIC;Australia;8
073 Fremont Alley;3805;VIC;Australia;7
81183 Maple Wood Plaza;4152;QLD;Australia;8
6620 Elmside Drive;4118;QLD;Australia;9
4 Shopko Circle;2196;NSW;Australia;5
969 Sycamore Point;2304;NSW;Australia;7
96073 Erie Place;2763;NSW;Australia;9
6915 Nobel Crossing;2195;NSW;Australia;6
32 Elmside Point;2560;NSW;Australia;6
54294 Hovde Court;2500;NSW;Australia;8
98 Grover Street;3048;VIC;Australia;5
4753 Sheridan Center;3048;VIC;Australia;6
6958 Knutson Pass;3620;VIC;Australia;1
0 Stephen Park;4702;QLD;Australia;2
3126 Bayside Hill;4503;QLD;Australia;4
98202 Holmberg Way;3149;VIC;Australia;10
33794 Sommers Crossing;2502;NSW;Australia;6
21 2nd Pass;2566;NSW;Australia;8
981 Kinsman Crossing;2880;NSW;Australia;1
1617 Harper Parkway;2096;NSW;Australia;10
73907 Fallview Point;2250;NSW;Australia;7
99 Linden Trail;3195;VIC;Australia;8
409 Bobwhite Road;2226;NSW;Australia;10
24712 Hazelcrest Lane;3024;VIC;Australia;7
3 Canary Center;2040;NSW;Australia;10
5310 Mosinee Crossing;4151;QLD;Australia;9
13 Basil Lane;2036;NSW;Australia;9
332 Summerview Park;3000;VIC;Australia;8
7435 Monument Road;3807;VIC;Australia;9
3 Cody Trail;2010;NSW;Australia;7
07084 Mallory Center;2428;NSW;Australia;5
502 John Wall Pass;3199;VIC;Australia;7
90880 Donald Lane;2519;NSW;Australia;9
48007 Lakewood Hill;3141;VIC;Australia;10
039 Havey Alley;2220;NSW;Australia;9
32798 Melby Center;4055;QLD;Australia;8
0250 Onsgard Center;4034;QLD;Australia;7
121 Anniversary Lane;2200;NSW;Australia;9
0 Warrior Alley;2021;NSW;Australia;10
5323 Chive Avenue;2486;NSW;Australia;7
63663 Darwin Crossing;2565;NSW;Australia;10
16 Hansons Hill;2454;NSW;Australia;7
64 Quincy Alley;4170;QLD;Australia;9
541 Ramsey Alley;3201;VIC;Australia;7
9890 Macpherson Drive;2224;NSW;Australia;10
40 Erie Plaza;3138;VIC;Australia;9
8 Clarendon Circle;2121;NSW;Australia;11
55152 Delaware Park;2151;NSW;Australia;10
09 Mitchell Terrace;2166;NSW;Australia;9
49956 Hovde Crossing;2745;NSW;Australia;9
1 Glacier Hill Parkway;2017;NSW;Australia;8
4527 Farmco Place;3155;VIC;Australia;8
88 Rutledge Crossing;4215;QLD;Australia;7
398 Butternut Place;3027;VIC;Australia;7
13 Marcy Alley;3138;VIC;Australia;8
62 John Wall Lane;2326;NSW;Australia;1
2346 Dawn Terrace;4655;QLD;Australia;3
8 Erie Center;3690;VIC;Australia;2
040 Brown Trail;2040;NSW;Australia;12
94850 Moland Street;3072;VIC;Australia;9
3 Tomscot Place;3756;VIC;Australia;4
06 Kipling Circle;2085;NSW;Australia;10
9632 Katie Avenue;4161;QLD;Australia;7
390 Wayridge Plaza;2756;NSW;Australia;9
55 Gateway Trail;2147;NSW;Australia;9
26 Randy Road;2642;NSW;Australia;2
31435 Surrey Court;2074;NSW;Australia;11
9200 Continental Center;3165;VIC;Australia;10
696 Harbort Junction;2196;NSW;Australia;10
71 Hayes Circle;2320;NSW;Australia;7
6 Michigan Park;3173;VIC;Australia;9
6735 Katie Way;2150;NSW;Australia;7
7 Kingsford Parkway;3085;VIC;Australia;9
69 Huxley Lane;4205;QLD;Australia;3
10 Hauk Point;3936;VIC;Australia;9
1 Jenifer Court;4280;QLD;Australia;4
2 Gateway Drive;3995;VIC;Australia;2
081 Oakridge Street;2519;NSW;Australia;10
40252 Springs Park;4870;QLD;Australia;9
6590 Fremont Avenue;2077;NSW;Australia;8
972 Lake View Terrace;3977;VIC;Australia;7
8 Havey Alley;2031;NSW;Australia;8
05600 Lien Plaza;3796;VIC;Australia;8
08 Roth Hill;4208;QLD;Australia;7
842 Texas Crossing;4130;QLD;Australia;7
020 Bartillon Park;2767;NSW;Australia;8
778 7th Parkway;2071;NSW;Australia;9
60595 Northport Court;4122;QLD;Australia;8
220 American Ash Road;4022;QLD;Australia;6
378 Maple Pass;2153;NSW;Australia;10
41141 Cascade Hill;2075;NSW;Australia;9
66 Sunfield Road;2821;NSW;Australia;1
43 South Pass;3620;VIC;Australia;2
182 Homewood Plaza;4053;QLD;Australia;7
96 Hermina Terrace;3024;VIC;Australia;5
68486 Anderson Alley;3083;VIC;Australia;8
4 Farragut Center;2065;NSW;Australia;12
7858 Sauthoff Crossing;3079;VIC;Australia;11
050 Monterey Street;4869;QLD;Australia;3
743 Karstens Point;2122;NSW;Australia;11
26710 Express Trail;4390;QLD;Australia;7
17 Nevada Drive;2122;NSW;Australia;11
8200 Dapin Drive;4503;QLD;Australia;4
423 Mcbride Place;2477;NSW;Australia;7
580 Blaine Center;2029;NSW;Australia;10
11 Crescent Oaks Junction;4055;QLD;Australia;8
7198 Rowland Street;4030;QLD;Australia;9
93723 Old Gate Hill;2021;NSW;Australia;9
50506 Buhler Terrace;3083;VIC;Australia;8
5 Iowa Road;2154;NSW;Australia;11
97 Sunnyside Junction;3977;VIC;Australia;7
37363 Morning Park;3108;VIC;Australia;7
751 Cordelia Terrace;2880;NSW;Australia;1
2 Del Sol Circle;3012;VIC;Australia;1
864 Scoville Plaza;3029;VIC;Australia;5
7 Bayside Point;3085;VIC;Australia;8
78258 Hanover Plaza;3070;VIC;Australia;10
44 Service Alley;3023;VIC;Australia;7
12 Quincy Lane;3141;VIC;Australia;8
322 Garrison Way;3169;VIC;Australia;9
1 Roth Pass;3199;VIC;Australia;4
225 Dexter Crossing;2527;NSW;Australia;8
8 Rockefeller Lane;2306;NSW;Australia;4
9 Dixon Crossing;3793;VIC;Australia;7
3 Pepper Wood Point;2760;NSW;Australia;8
7574 Onsgard Drive;4011;QLD;Australia;7
683 Scoville Park;3168;VIC;Australia;8
11 Erie Hill;3915;VIC;Australia;7
655 Chive Pass;3083;VIC;Australia;9
623 Carberry Way;2145;NSW;Australia;8
9 Nevada Pass;4007;QLD;Australia;12
3897 Oxford Pass;3350;VIC;Australia;5
9468 Vidon Way;3029;VIC;Australia;7
49 Surrey Pass;2325;NSW;Australia;4
7 Holy Cross Lane;4300;QLD;Australia;5
11 Mifflin Junction;2193;NSW;Australia;10
21498 Springs Point;2089;NSW;Australia;12
888 Warrior Avenue;2170;NSW;Australia;8
50602 Katie Lane;4701;QLD;Australia;6
463 Merry Center;3128;VIC;Australia;10
7798 Westport Trail;4031;QLD;Australia;9
6416 Grover Street;2322;NSW;Australia;7
5 Stone Corner Parkway;2093;NSW;Australia;9
12357 Arapahoe Parkway;4740;QLD;Australia;3
056 Petterle Drive;4075;QLD;Australia;4
4591 Del Sol Court;2745;NSW;Australia;8
2558 Morningstar Center;4221;QLD;Australia;8
15566 Waxwing Place;2135;NSW;Australia;9
8 Marquette Court;2204;NSW;Australia;11
7 Pepper Wood Crossing;3038;VIC;Australia;8
3 Myrtle Pass;2095;NSW;Australia;12
04449 Drewry Junction;2869;NSW;Australia;4
14860 Clove Drive;3175;VIC;Australia;5
65973 Morrow Alley;2170;NSW;Australia;9
54 Bonner Drive;3068;VIC;Australia;10
563 Sundown Point;2226;NSW;Australia;10
1 Toban Crossing;3616;VIC;Australia;3
8551 Mayfield Court;3175;VIC;Australia;12
6030 South Drive;2120;NSW;Australia;10
7917 Norway Maple Way;2074;NSW;Australia;11
5 Coolidge Avenue;4750;QLD;Australia;2
9398 Declaration Circle;2021;NSW;Australia;7
31601 Birchwood Court;4105;QLD;Australia;8
07803 Dexter Pass;2170;NSW;Australia;9
9 Hallows Circle;2113;NSW;Australia;11
5718 John Wall Plaza;4350;QLD;Australia;1
011 Lotheville Junction;2099;NSW;Australia;10
60 Cordelia Parkway;2759;NSW;Australia;8
34748 Charing Cross Point;3057;VIC;Australia;10
2094 Bunting Junction;3059;VIC;Australia;9
1 Fairview Park;3977;VIC;Australia;7
4380 Rusk Terrace;2086;NSW;Australia;11
6 Cascade Trail;2770;NSW;Australia;9
8107 Coolidge Pass;2075;NSW;Australia;12
4171 Beilfuss Street;3153;VIC;Australia;8
48333 Waywood Road;2113;NSW;Australia;11
6 Golf Center;2042;NSW;Australia;10
5847 Bunting Alley;2130;NSW;Australia;11
9 Fisk Point;3350;VIC;Australia;4
133 Quincy Avenue;3810;VIC;Australia;4
85 Carioca Drive;2154;NSW;Australia;11
50 Declaration Junction;3213;VIC;Australia;6
3 Maple Place;3064;VIC;Australia;7
402 Clyde Gallagher Terrace;3153;VIC;Australia;6
08 Upham Place;2176;NSW;Australia;9
6039 Columbus Court;2280;NSW;Australia;8
6406 Parkside Hill;2017;NSW;Australia;9
5 Larry Terrace;3130;VIC;Australia;10
0 Sachs Circle;4122;QLD;Australia;8
873 Ludington Plaza;2204;NSW;Australia;10
518 Donald Street;2170;NSW;Australia;9
1172 Mesta Center;4740;QLD;Australia;2
7216 American Ash Place;2062;NSW;Australia;12
24965 Mitchell Center;4124;QLD;Australia;6
43 Eagle Crest Parkway;2295;NSW;Australia;8
4 Tomscot Alley;4343;QLD;Australia;7
83 Graedel Court;4505;QLD;Australia;2
81 Westerfield Point;2768;NSW;Australia;10
257 Ruskin Crossing;2200;NSW;Australia;10
6 North Court;3862;VIC;Australia;7
59 Coolidge Hill;2010;NSW;Australia;9
64 Nancy Plaza;3137;VIC;Australia;7
2 Donald Crossing;2880;NSW;Australia;1
88389 Schiller Drive;3029;VIC;Australia;7
88 Michigan Junction;3109;VIC;Australia;10
6 Ludington Place;2042;NSW;Australia;11
624 Harper Way;2094;NSW;Australia;10
15991 Saint Paul Road;4213;QLD;Australia;7
4 Mayfield Center;3155;VIC;Australia;9
0421 Anthes Court;2870;NSW;Australia;2
18118 Maple Wood Crossing;2763;NSW;Australia;9
973 Menomonie Hill;3337;VIC;Australia;4
282 Monterey Circle;4300;QLD;Australia;6
14 Warbler Hill;2770;NSW;Australia;8
75106 Oriole Junction;2030;NSW;Australia;12
11 Hermina Junction;3219;VIC;Australia;3
42 Oxford Circle;2220;NSW;Australia;11
1520 Summerview Road;2020;NSW;Australia;10
54 Hermina Road;2000;NSW;Australia;12
3732 Linden Avenue;4820;QLD;Australia;1
6043 Badeau Place;4820;QLD;Australia;1
6933 Leroy Parkway;4209;QLD;Australia;4
2 Homewood Center;2775;NSW;Australia;6
38 Jackson Lane;3610;VIC;Australia;3
322 Namekagon Trail;2107;NSW;Australia;11
411 Anthes Circle;2030;NSW;Australia;12
6956 Clyde Gallagher Park;2281;NSW;Australia;9
12061 Rowland Alley;3228;VIC;Australia;8
21230 Tomscot Lane;2093;NSW;Australia;12
7 Clemons Drive;4370;QLD;Australia;2
7353 Thierer Road;4300;QLD;Australia;2
75 Logan Place;3071;VIC;Australia;10
8530 Darwin Street;2880;NSW;Australia;1
9 Brown Pass;3196;VIC;Australia;9
736 Ohio Court;2200;NSW;Australia;10
17 Springs Center;4214;QLD;Australia;7
29863 Waxwing Court;3056;VIC;Australia;5
9229 Division Park;2205;NSW;Australia;8
88 Morningstar Pass;3161;VIC;Australia;10
45 Talisman Pass;4102;QLD;Australia;4
73 Burrows Court;3121;VIC;Australia;8
5 Sachs Terrace;4207;QLD;Australia;4
2170 Schiller Alley;2160;NSW;Australia;9
20 Alpine Circle;3181;VIC;Australia;7
435 Kennedy Circle;2173;NSW;Australia;10
7330 Helena Pass;2176;NSW;Australia;9
2 Lillian Alley;4154;QLD;Australia;9
8 Village Street;4825;QLD;Australia;5
62551 Del Mar Avenue;2300;NSW;Australia;6
297 Kinsman Park;2766;NSW;Australia;9
63493 Erie Place;2144;NSW;Australia;7
3 Weeping Birch Plaza;3677;VIC;Australia;2
2 Roxbury Place;2564;NSW;Australia;8
7234 Dawn Alley;4670;QLD;Australia;1
01 Nevada Alley;2076;NSW;Australia;12
805 Division Plaza;4165;QLD;Australia;4
42554 Randy Road;2047;NSW;Australia;12
25460 Buell Avenue;2060;NSW;Australia;10
000 Boyd Center;2160;NSW;Australia;8
2782 Stephen Trail;2216;NSW;Australia;10
7 Charing Cross Hill;2121;NSW;Australia;9
08 Arapahoe Alley;4213;QLD;Australia;9
158 Utah Court;3082;VIC;Australia;8
00 Magdeline Way;3146;VIC;Australia;11
2 Roxbury Pass;3977;VIC;Australia;5
602 Haas Drive;3799;VIC;Australia;3
40 Sauthoff Circle;3129;VIC;Australia;10
48 Rockefeller Court;3786;VIC;Australia;8
59504 Drewry Park;4061;QLD;Australia;8
31 Dovetail Trail;2088;NSW;Australia;9
367 Talmadge Way;2705;NSW;Australia;1
513 Hauk Street;2261;NSW;Australia;9
72728 Ruskin Way;2291;NSW;Australia;6
024 Onsgard Alley;3134;VIC;Australia;9
10097 Hooker Way;3196;VIC;Australia;8
312 Swallow Place;3021;VIC;Australia;7
28 Superior Center;2131;NSW;Australia;11
0 Weeping Birch Plaza;2093;NSW;Australia;12
06 Northwestern Center;2019;NSW;Australia;10
01716 2nd Terrace;3174;VIC;Australia;8
0162 Grim Circle;2191;NSW;Australia;10
7 Eggendart Hill;4055;QLD;Australia;8
375 Luster Parkway;2147;NSW;Australia;9
2 Monterey Terrace;2120;NSW;Australia;9
851 Meadow Valley Place;3205;VIC;Australia;10
6851 Orin Parkway;2142;NSW;Australia;10
73 Glacier Hill Drive;2880;NSW;Australia;1
59364 Huxley Drive;3028;VIC;Australia;5
91 Charing Cross Way;2100;NSW;Australia;11
80269 Southridge Park;4014;QLD;Australia;6
5 Northland Plaza;2096;NSW;Australia;9
02181 Starling Trail;3015;VIC;Australia;10
097 Gulseth Lane;4178;QLD;Australia;8
0 Ronald Regan Way;4870;QLD;Australia;1
1351 Lunder Road;2049;NSW;Australia;10
7181 Dakota Trail;3029;VIC;Australia;5
5767 Thierer Road;2217;NSW;Australia;8
687 Almo Crossing;2160;NSW;Australia;10
31414 Superior Park;2539;NSW;Australia;7
1 Village Green Circle;2285;NSW;Australia;7
2 Starling Pass;3155;VIC;Australia;7
182 Thierer Pass;3131;VIC;Australia;12
7 Barnett Road;2713;NSW;Australia;1
33792 Burrows Plaza;4125;QLD;Australia;7
00283 Loftsgordon Center;4118;QLD;Australia;5
8 Garrison Trail;2226;NSW;Australia;10
618 Chinook Way;2155;NSW;Australia;10
9 Ronald Regan Center;3094;VIC;Australia;9
40047 Twin Pines Parkway;3806;VIC;Australia;8
5 Anhalt Court;3122;VIC;Australia;7
3047 Spenser Pass;2750;NSW;Australia;8
0 Walton Court;2226;NSW;Australia;9
5356 Ruskin Place;2850;NSW;Australia;3
321 Glendale Center;2820;NSW;Australia;1
6414 Hanover Avenue;2060;NSW;Australia;12
373 Cordelia Trail;3500;VIC;Australia;1
31 International Pass;4173;QLD;Australia;7
82 Warrior Hill;3174;VIC;Australia;8
989 Waubesa Circle;3149;VIC;Australia;11
400 Petterle Crossing;4301;QLD;Australia;3
34 Calypso Court;2153;NSW;Australia;10
7 Summerview Parkway;3073;VIC;Australia;6
9479 Tony Junction;2830;NSW;Australia;7
05988 Sundown Parkway;3037;VIC;Australia;8
04036 Kennedy Trail;2221;NSW;Australia;12
0 Reinke Lane;3034;VIC;Australia;9
1 Rigney Circle;2295;NSW;Australia;8
0063 Walton Junction;2380;NSW;Australia;3
672 Crowley Place;3043;VIC;Australia;8
59531 Barnett Pass;3352;VIC;Australia;4
8 Becker Drive;4868;QLD;Australia;4
82591 Fallview Hill;3021;VIC;Australia;8
6691 Lindbergh Drive;2147;NSW;Australia;9
29279 Hazelcrest Junction;2120;NSW;Australia;10
21 Sugar Place;4207;QLD;Australia;3
4233 Service Avenue;2340;NSW;Australia;5
46 Stone Corner Avenue;2210;NSW;Australia;10
12 Kings Hill;4272;QLD;Australia;9
393 Dexter Junction;4151;QLD;Australia;9
757 Debs Avenue;4670;QLD;Australia;4
613 Emmet Junction;2154;NSW;Australia;11
8828 North Crossing;3226;VIC;Australia;8
7 Center Circle;2096;NSW;Australia;9
654 Logan Plaza;4113;QLD;Australia;10
33 Almo Terrace;3051;VIC;Australia;10
6 Reindahl Hill;2196;NSW;Australia;9
785 Crest Line Hill;3634;VIC;Australia;1
78 Bowman Court;2027;NSW;Australia;11
7 Jackson Court;2076;NSW;Australia;10
6221 Monica Plaza;2095;NSW;Australia;12
6 4th Lane;3079;VIC;Australia;11
682 Claremont Circle;4350;QLD;Australia;6
7 Weeping Birch Alley;2230;NSW;Australia;12
9 Maywood Point;4304;QLD;Australia;3
176 Sutteridge Alley;3121;VIC;Australia;11
6814 Haas Place;2230;NSW;Australia;7
75 Longview Terrace;2640;NSW;Australia;3
7279 Steensland Circle;3803;VIC;Australia;7
06 Lake View Plaza;4515;QLD;Australia;1
1 Michigan Way;2153;NSW;Australia;10
8863 Maywood Court;2101;NSW;Australia;11
3 Roxbury Street;2261;NSW;Australia;7
90 Westerfield Street;2880;NSW;Australia;1
416 Hayes Trail;3095;VIC;Australia;9
70980 Washington Parkway;2300;NSW;Australia;10
00 1st Trail;3223;VIC;Australia;7
54613 Service Court;4069;QLD;Australia;8
93 Vera Parkway;4216;QLD;Australia;5
3 Butterfield Trail;4519;QLD;Australia;6
22976 Moose Place;2620;NSW;Australia;8
8934 Havey Plaza;2548;NSW;Australia;8
30011 Manufacturers Hill;3146;VIC;Australia;9
42293 Banding Plaza;2136;NSW;Australia;10
62 Tennyson Way;2099;NSW;Australia;11
3609 Shelley Road;2126;NSW;Australia;10
82 Dahle Crossing;3195;VIC;Australia;10
2986 Holmberg Circle;3021;VIC;Australia;9
3 Monument Crossing;2090;NSW;Australia;10
35 Chive Alley;2033;NSW;Australia;10
1 Dayton Park;2767;NSW;Australia;9
2565 Caliangt Point;2171;NSW;Australia;9
96 Delladonna Trail;3976;VIC;Australia;5
3 Nova Point;3012;VIC;Australia;4
310 Stephen Terrace;4073;QLD;Australia;9
9491 Green Ridge Terrace;2100;NSW;Australia;10
16 Carberry Pass;2119;NSW;Australia;11
12 Elgar Place;2155;NSW;Australia;10
8749 Menomonie Point;2122;NSW;Australia;11
18072 American Parkway;3195;VIC;Australia;10
5854 Weeping Birch Avenue;2022;NSW;Australia;10
2 Clarendon Point;2194;NSW;Australia;7
88979 Hazelcrest Way;3555;VIC;Australia;3
7555 Springview Crossing;3195;VIC;Australia;10
04240 Prentice Plaza;3031;VIC;Australia;9
35280 Harper Junction;2700;NSW;Australia;2
08479 Hazelcrest Street;3340;VIC;Australia;4
70 Oakridge Pass;2019;NSW;Australia;10
56873 Buena Vista Crossing;2035;NSW;Australia;9
7 Rieder Street;3155;VIC;Australia;7
3528 Granby Circle;4825;QLD;Australia;5
16 Vahlen Trail;2152;NSW;Australia;10
977 Arapahoe Trail;4121;QLD;Australia;8
31331 Old Shore Crossing;2211;NSW;Australia;8
51757 Weeping Birch Center;2470;NSW;Australia;5
25 Schurz Avenue;2071;NSW;Australia;12
92045 Magdeline Street;2101;NSW;Australia;11
0129 Hollow Ridge Crossing;2095;NSW;Australia;11
56 Anderson Alley;2194;NSW;Australia;10
528 Golf View Plaza;2471;NSW;Australia;2
474 Farragut Way;4812;QLD;Australia;3
1 Schiller Place;2774;NSW;Australia;9
55497 Warrior Alley;3123;VIC;Australia;9
6 Moulton Point;2145;NSW;Australia;10
6 Rockefeller Lane;2294;NSW;Australia;7
05759 Ridge Oak Trail;2007;NSW;Australia;8
75 Grim Circle;2147;NSW;Australia;10
88 Bunting Hill;3978;VIC;Australia;6
7547 Garrison Alley;2705;NSW;Australia;5
3605 Vidon Hill;3305;VIC;Australia;1
0485 Petterle Terrace;2575;NSW;Australia;6
97461 Drewry Trail;3072;VIC;Australia;10
6736 Anthes Junction;2250;NSW;Australia;7
9 Tennyson Center;2198;NSW;Australia;9
9594 Brown Junction;4509;QLD;Australia;7
64 Macpherson Junction;4061;QLD;Australia;8
0 Heath Point;2136;NSW;Australia;9
1 Chive Trail;4670;QLD;Australia;2
34976 Lindbergh Hill;4304;QLD;Australia;4
266 Little Fleur Street;4350;QLD;Australia;4
005 Bunker Hill Lane;3046;VIC;Australia;9
792 Maple Trail;2097;NSW;Australia;12
71 Moulton Drive;3065;VIC;Australia;10
033 Maryland Plaza;3023;VIC;Australia;8
360 Green Ridge Junction;2508;NSW;Australia;9
870 Bluestem Hill;2745;NSW;Australia;8
392 Grim Pass;4680;QLD;Australia;6
38792 Calypso Crossing;2778;NSW;Australia;7
92 Mallard Court;3125;VIC;Australia;10
37 Summerview Park;2101;NSW;Australia;11
3 Shasta Way;2076;NSW;Australia;12
45 Redwing Road;3182;VIC;Australia;12
41 Northridge Road;4730;QLD;Australia;4
459 Meadow Valley Junction;4155;QLD;Australia;10
276 Coolidge Plaza;4215;QLD;Australia;7
4 Dexter Park;4505;QLD;Australia;2
